ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_Score,Credit_History,Employment_Status,Education,Property_Area,Age,Loan_Status
4470,9501,495740,240,507,1,Unemployed,Not Graduate,Semiurban,49,0
9653,2080,581483,180,794,1,Self_Employed,Not Graduate,Rural,50,1
8449,6594,421811,240,409,1,Salaried,Not Graduate,Urban,51,0
15843,1199,656959,180,754,1,Salaried,Not Graduate,Rural,59,1
2900,1011,538001,120,575,1,Salaried,Not Graduate,Rural,21,0
17196,5774,588681,120,410,0,Unemployed,Graduate,Semiurban,50,0
9127,2858,138249,300,876,0,Self_Employed,Not Graduate,Rural,21,0
16222,1316,615514,240,887,1,Unemployed,Graduate,Semiurban,36,1
8978,8320,420653,120,325,1,Salaried,Graduate,Rural,21,0
11233,5016,419247,240,663,1,Salaried,Not Graduate,Rural,59,1
9561,9266,611577,120,333,1,Self_Employed,Graduate,Rural,36,0
9258,6438,233337,300,890,1,Self_Employed,Not Graduate,Semiurban,27,1
15713,7991,68783,120,562,0,Salaried,Graduate,Urban,27,0
14893,4733,349674,120,464,1,Salaried,Graduate,Semiurban,29,0
10949,1295,53829,180,327,0,Salaried,Graduate,Rural,53,0
1610,26,589749,300,359,1,Salaried,Graduate,Semiurban,59,0
4168,5904,159311,360,715,1,Unemployed,Graduate,Rural,55,1
2554,941,470805,240,559,1,Salaried,Graduate,Rural,21,0
11487,7841,643173,360,527,1,Salaried,Not Graduate,Rural,56,0
1628,4342,471890,360,779,1,Unemployed,Not Graduate,Rural,41,0
19769,2918,58608,180,826,1,Self_Employed,Graduate,Urban,34,1
12040,4167,240020,360,418,1,Salaried,Graduate,Semiurban,44,0
19144,9876,373708,120,855,1,Unemployed,Not Graduate,Rural,58,1
4572,1496,625400,180,694,1,Unemployed,Not Graduate,Semiurban,33,1
19511,8714,278102,180,679,1,Salaried,Graduate,Semiurban,47,1
14718,563,78865,180,850,1,Unemployed,Not Graduate,Rural,51,1
2510,8034,658615,300,747,1,Self_Employed,Not Graduate,Semiurban,50,0
10944,1280,515972,360,620,0,Self_Employed,Not Graduate,Semiurban,44,0
2711,6214,350606,180,332,1,Self_Employed,Not Graduate,Rural,36,0
14833,2790,375439,120,378,1,Unemployed,Not Graduate,Rural,28,0
13851,9241,591498,120,542,1,Salaried,Not Graduate,Semiurban,41,0
17364,9307,561830,180,449,1,Salaried,Not Graduate,Semiurban,24,0
16493,3565,542520,300,431,1,Self_Employed,Not Graduate,Rural,52,0
11435,2045,162204,240,566,1,Salaried,Not Graduate,Urban,21,0
12637,5737,348198,180,499,1,Salaried,Not Graduate,Rural,57,0
15979,9677,502741,240,570,1,Unemployed,Graduate,Semiurban,28,0
8370,5645,346714,300,371,1,Salaried,Graduate,Urban,48,0
19657,4077,223160,180,858,0,Self_Employed,Not Graduate,Urban,39,0
19144,3513,272396,180,532,0,Salaried,Not Graduate,Semiurban,48,0
11665,6140,184170,120,656,1,Salaried,Not Graduate,Urban,55,1
17266,2574,207337,180,447,1,Unemployed,Graduate,Rural,39,0
15273,7303,362542,180,566,1,Salaried,Graduate,Rural,21,0
4174,9008,130453,180,773,1,Unemployed,Not Graduate,Semiurban,50,1
3429,4169,139371,120,835,1,Salaried,Not Graduate,Semiurban,50,0
13714,2609,657424,240,650,1,Unemployed,Graduate,Rural,49,0
2447,2564,64082,120,578,0,Salaried,Graduate,Rural,36,0
13261,8080,379161,120,550,0,Salaried,Graduate,Urban,23,0
16090,9667,519198,180,410,0,Unemployed,Graduate,Urban,28,0
13138,2920,389751,180,303,1,Self_Employed,Graduate,Rural,27,0
17188,3330,247829,360,308,1,Self_Employed,Graduate,Semiurban,25,0
18376,2592,590706,360,449,1,Salaried,Not Graduate,Urban,46,0
13505,5817,219439,300,882,0,Unemployed,Graduate,Semiurban,37,0
13806,1350,227508,360,634,1,Unemployed,Graduate,Rural,32,0
11937,5077,283166,180,576,0,Self_Employed,Not Graduate,Urban,25,0
17081,668,429675,300,530,1,Self_Employed,Not Graduate,Semiurban,51,0
18389,7835,103915,240,510,1,Unemployed,Not Graduate,Semiurban,45,0
19137,4868,56336,360,376,0,Unemployed,Not Graduate,Urban,27,0
1862,8159,555834,360,745,1,Salaried,Not Graduate,Semiurban,53,0
3705,5337,59464,180,526,0,Salaried,Graduate,Rural,44,0
10871,5854,632472,180,740,0,Unemployed,Graduate,Urban,40,0
18279,6475,513661,120,530,0,Self_Employed,Not Graduate,Rural,58,0
4877,2762,589405,120,350,1,Self_Employed,Graduate,Semiurban,59,0
15140,5314,153956,360,533,0,Salaried,Graduate,Semiurban,59,0
5940,5451,197056,360,311,1,Self_Employed,Not Graduate,Rural,25,0
19532,6732,643301,300,604,0,Unemployed,Not Graduate,Semiurban,33,0
5006,3540,569511,360,734,1,Salaried,Graduate,Urban,38,1
17515,1673,318198,180,471,0,Salaried,Graduate,Urban,29,0
18015,2810,505406,180,580,1,Unemployed,Graduate,Semiurban,54,0
7576,2083,185832,300,569,1,Salaried,Not Graduate,Urban,30,0
11651,8838,297799,240,415,1,Unemployed,Graduate,Semiurban,57,0
15322,8702,638637,240,447,1,Unemployed,Graduate,Urban,39,0
13855,5403,669935,180,594,1,Self_Employed,Not Graduate,Semiurban,21,0
11284,4784,448997,120,679,1,Self_Employed,Not Graduate,Rural,37,1
6198,3289,195116,240,747,1,Salaried,Not Graduate,Urban,28,1
3627,5733,168492,120,348,1,Unemployed,Not Graduate,Urban,39,0
9171,1562,277649,180,640,1,Salaried,Not Graduate,Semiurban,25,0
18810,1061,645894,180,340,1,Unemployed,Not Graduate,Rural,46,0
3104,3666,169434,120,593,1,Salaried,Not Graduate,Semiurban,31,0
10236,2125,68480,180,340,1,Salaried,Graduate,Urban,53,0
8839,6383,208693,360,482,0,Salaried,Graduate,Rural,42,0
10329,7929,552549,180,394,1,Self_Employed,Not Graduate,Urban,55,0
17176,6272,543259,360,692,0,Unemployed,Graduate,Rural,35,0
14345,166,409923,300,675,1,Self_Employed,Not Graduate,Rural,51,1
7929,9097,582612,120,746,1,Self_Employed,Graduate,Semiurban,31,1
18134,3902,395294,240,508,1,Salaried,Not Graduate,Urban,28,0
10871,1539,610823,300,474,1,Self_Employed,Not Graduate,Semiurban,37,0
18679,1157,77231,120,560,1,Salaried,Not Graduate,Urban,48,0
9818,2897,389499,240,332,1,Unemployed,Not Graduate,Rural,53,0
7716,7932,191051,360,563,1,Self_Employed,Not Graduate,Urban,44,0
6695,9490,415462,240,440,1,Self_Employed,Not Graduate,Rural,27,0
4778,715,318839,360,410,1,Salaried,Graduate,Semiurban,33,0
13031,576,459634,180,690,1,Salaried,Not Graduate,Semiurban,25,1
5030,7797,595059,180,320,1,Self_Employed,Graduate,Rural,39,0
19666,5414,130372,360,509,0,Salaried,Not Graduate,Rural,35,0
9525,108,366388,300,624,1,Salaried,Not Graduate,Urban,41,0
11406,5289,504879,240,665,1,Unemployed,Graduate,Rural,58,1
8708,5649,77390,360,681,0,Self_Employed,Graduate,Rural,56,0
10914,4486,596491,300,462,0,Unemployed,Not Graduate,Semiurban,27,0
7930,8143,589185,240,687,0,Salaried,Not Graduate,Semiurban,50,0
19570,4918,374114,300,618,1,Unemployed,Not Graduate,Semiurban,31,0
10839,5413,614621,360,779,1,Self_Employed,Graduate,Urban,47,1
6064,3620,367750,240,602,1,Self_Employed,Not Graduate,Rural,23,0
11291,135,304198,240,313,0,Self_Employed,Graduate,Urban,43,0
6368,7725,459791,300,800,0,Salaried,Graduate,Urban,58,0
6480,1535,551433,180,781,1,Salaried,Not Graduate,Semiurban,38,1
10873,8075,67455,240,648,0,Salaried,Graduate,Urban,54,0
16665,6788,552507,300,329,0,Unemployed,Not Graduate,Semiurban,49,0
2103,9926,231952,180,307,1,Self_Employed,Graduate,Urban,23,0
7734,9766,489977,120,774,0,Unemployed,Not Graduate,Semiurban,29,0
13302,4988,532449,300,302,1,Self_Employed,Graduate,Rural,39,0
7566,4904,441585,240,758,1,Salaried,Not Graduate,Semiurban,33,1
11963,3902,495480,120,688,0,Self_Employed,Not Graduate,Rural,38,0
11501,1698,50227,360,677,1,Salaried,Not Graduate,Semiurban,49,1
9492,1016,405618,120,735,1,Self_Employed,Not Graduate,Urban,39,1
16847,5532,339627,120,840,1,Self_Employed,Graduate,Urban,36,1
9893,5092,253235,120,740,1,Unemployed,Not Graduate,Semiurban,21,1
13579,7957,143299,180,640,0,Salaried,Graduate,Rural,25,0
3596,6194,242032,180,484,0,Unemployed,Graduate,Rural,34,0
3866,9624,135627,180,806,0,Unemployed,Not Graduate,Rural,32,0
16804,4496,326489,120,826,1,Salaried,Graduate,Rural,48,1
4577,4362,298411,240,649,1,Salaried,Not Graduate,Urban,28,0
9277,8352,624989,240,387,1,Unemployed,Not Graduate,Semiurban,45,0
1555,9690,329716,120,366,1,Self_Employed,Graduate,Semiurban,32,0
9144,6250,577658,120,482,1,Salaried,Graduate,Semiurban,47,0
3586,5851,305283,240,623,0,Salaried,Not Graduate,Urban,56,0
14349,3834,636716,300,320,1,Self_Employed,Not Graduate,Rural,36,0
3812,985,509256,360,482,1,Unemployed,Not Graduate,Semiurban,33,0
6942,9876,501756,120,635,1,Unemployed,Not Graduate,Urban,35,0
17127,8660,626648,120,746,0,Unemployed,Graduate,Rural,27,0
4966,2765,597478,180,357,1,Unemployed,Graduate,Urban,39,0
5616,7428,268880,180,548,1,Self_Employed,Not Graduate,Semiurban,36,0
10816,1584,394213,120,647,1,Unemployed,Graduate,Semiurban,41,0
7402,1998,262083,300,772,0,Unemployed,Graduate,Rural,38,0
5204,9752,646503,300,493,0,Unemployed,Graduate,Rural,29,0
1552,8897,658570,180,549,1,Self_Employed,Graduate,Urban,49,0
10147,615,273371,360,313,1,Self_Employed,Graduate,Semiurban,35,0
17529,6955,626832,120,358,1,Unemployed,Graduate,Semiurban,54,0
19809,228,102265,300,784,0,Unemployed,Graduate,Rural,52,0
11342,1505,494610,300,423,0,Salaried,Not Graduate,Semiurban,32,0
18634,5324,662488,120,691,1,Unemployed,Not Graduate,Rural,30,1
2319,1552,254778,360,451,0,Salaried,Not Graduate,Semiurban,53,0
8700,5177,431572,180,631,1,Salaried,Not Graduate,Rural,42,0
6370,3589,137676,120,880,1,Self_Employed,Not Graduate,Rural,31,1
2599,3041,688497,360,878,1,Unemployed,Not Graduate,Urban,54,0
4056,7903,322303,240,745,1,Self_Employed,Not Graduate,Semiurban,30,1
7330,7176,457523,240,779,1,Self_Employed,Graduate,Urban,49,1
12548,2358,235144,360,876,1,Salaried,Graduate,Semiurban,23,1
14696,9536,177715,180,325,1,Self_Employed,Not Graduate,Semiurban,34,0
2977,2527,277721,120,771,0,Self_Employed,Graduate,Urban,32,0
1942,7938,381951,300,495,1,Salaried,Graduate,Semiurban,35,0
12124,4586,165588,120,727,0,Unemployed,Graduate,Rural,46,0
2525,2203,305336,180,627,1,Self_Employed,Not Graduate,Urban,21,0
15536,1744,424617,240,424,0,Self_Employed,Not Graduate,Semiurban,45,0
18601,8279,402379,120,566,0,Salaried,Graduate,Semiurban,28,0
11318,3906,338585,360,494,1,Salaried,Graduate,Urban,39,0
14924,9159,365481,120,518,1,Salaried,Not Graduate,Semiurban,22,0
14961,7909,291389,120,607,1,Self_Employed,Not Graduate,Urban,25,0
6596,8237,246725,240,352,1,Self_Employed,Graduate,Rural,59,0
19781,1684,613509,240,567,1,Salaried,Not Graduate,Semiurban,58,0
17910,9920,213575,300,458,1,Unemployed,Graduate,Urban,39,0
11465,8839,341152,240,480,1,Salaried,Graduate,Urban,58,0
10260,4569,229039,240,368,0,Unemployed,Not Graduate,Semiurban,30,0
9750,792,160785,120,706,1,Unemployed,Not Graduate,Rural,38,1
16699,193,460945,240,651,1,Unemployed,Not Graduate,Semiurban,59,1
7864,8803,227822,120,468,1,Salaried,Graduate,Rural,41,0
12022,9534,277327,120,306,1,Self_Employed,Not Graduate,Rural,34,0
7917,6562,533316,360,689,1,Self_Employed,Graduate,Urban,47,1
8352,6364,572538,120,733,1,Self_Employed,Graduate,Rural,24,1
13498,913,553297,300,815,1,Self_Employed,Not Graduate,Urban,38,1
19256,3967,292366,120,547,0,Unemployed,Not Graduate,Rural,53,0
9508,6915,504661,120,837,0,Unemployed,Not Graduate,Urban,35,0
9463,699,128478,180,305,1,Unemployed,Not Graduate,Urban,32,0
11746,646,262547,300,682,1,Unemployed,Not Graduate,Rural,47,1
2403,1725,52078,180,515,0,Unemployed,Not Graduate,Rural,40,0
4241,4819,317927,360,485,1,Unemployed,Not Graduate,Rural,24,0
13651,3094,558241,120,615,1,Salaried,Graduate,Rural,39,0
15316,5196,256263,300,798,1,Salaried,Not Graduate,Urban,53,1
11766,6806,292352,300,356,1,Unemployed,Not Graduate,Urban,39,0
5207,9276,89302,360,562,0,Self_Employed,Graduate,Urban,23,0
17665,906,499862,240,713,0,Salaried,Not Graduate,Urban,52,0
19001,2766,75488,300,474,1,Unemployed,Not Graduate,Semiurban,25,0
17392,6329,588406,240,567,1,Salaried,Graduate,Semiurban,25,0
8084,3113,522228,360,557,1,Salaried,Graduate,Rural,27,0
4188,5701,180311,240,344,1,Salaried,Not Graduate,Semiurban,27,0
18287,7925,427870,360,490,1,Unemployed,Not Graduate,Rural,22,0
16291,4979,355092,120,574,1,Self_Employed,Graduate,Semiurban,34,0
4986,9674,95343,120,866,1,Self_Employed,Graduate,Urban,23,1
5121,2394,312471,120,741,0,Salaried,Not Graduate,Urban,37,0
3418,7891,340903,180,748,1,Salaried,Not Graduate,Semiurban,36,0
5573,4724,279690,300,583,1,Self_Employed,Not Graduate,Semiurban,35,0
14433,211,59067,360,691,1,Self_Employed,Graduate,Urban,28,1
13847,2382,284364,240,414,0,Unemployed,Not Graduate,Semiurban,32,0
9644,7689,300165,360,883,1,Unemployed,Not Graduate,Semiurban,39,1
2466,5612,164587,180,731,1,Self_Employed,Not Graduate,Urban,56,0
4775,3235,70452,240,587,0,Salaried,Graduate,Rural,24,0
11373,9946,598049,180,661,0,Unemployed,Graduate,Semiurban,21,0
2257,7736,293361,240,604,1,Unemployed,Not Graduate,Rural,40,0
19494,2419,481016,300,560,0,Unemployed,Graduate,Semiurban,39,0
16130,8365,302269,120,814,1,Self_Employed,Not Graduate,Urban,31,1
8224,6989,219384,120,524,0,Self_Employed,Graduate,Urban,54,0
12119,6670,665123,300,785,1,Self_Employed,Graduate,Semiurban,44,1
14339,3568,214127,300,694,1,Unemployed,Graduate,Semiurban,45,1
5723,5261,631206,120,808,0,Salaried,Graduate,Urban,43,0
12971,6714,390483,360,431,1,Unemployed,Graduate,Semiurban,34,0
17897,902,394576,240,364,0,Salaried,Graduate,Semiurban,52,0
10178,363,192112,360,357,1,Unemployed,Graduate,Rural,32,0
1859,742,604885,360,880,1,Salaried,Graduate,Semiurban,26,0
15634,1075,513080,300,804,0,Self_Employed,Not Graduate,Semiurban,55,0
6702,2844,670687,120,772,1,Self_Employed,Graduate,Urban,32,1
7806,8349,509736,240,653,0,Salaried,Not Graduate,Rural,54,0
1580,8286,536987,120,780,1,Salaried,Graduate,Urban,27,0
2040,1288,403216,120,311,0,Salaried,Graduate,Rural,45,0
16229,4715,493681,120,585,0,Salaried,Not Graduate,Urban,21,0
13933,6200,138608,300,526,1,Salaried,Not Graduate,Urban,26,0
4922,4536,479374,120,348,1,Unemployed,Graduate,Rural,55,0
12887,3938,117374,120,845,0,Salaried,Not Graduate,Semiurban,52,0
1601,8997,144520,240,808,1,Unemployed,Not Graduate,Rural,48,0
7319,9898,330607,300,679,1,Unemployed,Graduate,Urban,35,1
10902,3174,431108,360,839,1,Self_Employed,Not Graduate,Semiurban,29,1
4846,5477,320128,180,844,1,Self_Employed,Graduate,Rural,40,1
8168,2264,283907,120,824,1,Self_Employed,Not Graduate,Semiurban,44,1
4445,4357,389174,120,418,1,Unemployed,Graduate,Urban,25,0
15095,1934,328998,240,396,1,Self_Employed,Not Graduate,Urban,45,0
11679,5346,226685,360,528,0,Self_Employed,Not Graduate,Rural,33,0
11673,5515,570950,180,898,1,Salaried,Not Graduate,Urban,30,1
2284,5791,316704,240,391,1,Self_Employed,Not Graduate,Rural,34,0
5346,1266,60081,180,459,1,Self_Employed,Graduate,Urban,40,0
3351,3003,106930,240,882,0,Unemployed,Graduate,Urban,58,0
14299,6592,293882,240,819,1,Self_Employed,Graduate,Rural,44,1
8064,1890,462470,300,521,1,Self_Employed,Not Graduate,Urban,34,0
16264,8185,371009,240,399,1,Unemployed,Graduate,Rural,39,0
5297,8768,219776,360,585,1,Self_Employed,Not Graduate,Semiurban,34,0
19666,8824,400549,300,553,1,Unemployed,Graduate,Semiurban,35,0
3462,8249,89487,180,578,0,Unemployed,Not Graduate,Urban,36,0
10473,9872,693008,300,604,0,Salaried,Graduate,Urban,22,0
12677,6015,233932,180,525,0,Salaried,Graduate,Semiurban,34,0
18212,8836,357702,180,603,0,Unemployed,Graduate,Semiurban,56,0
11066,3428,281414,180,774,1,Salaried,Not Graduate,Rural,22,1
10302,5635,405233,240,863,1,Unemployed,Not Graduate,Rural,35,1
19807,734,141744,360,513,0,Self_Employed,Graduate,Urban,28,0
9196,3242,356640,300,415,1,Salaried,Not Graduate,Semiurban,33,0
3809,2772,66133,180,340,1,Unemployed,Not Graduate,Semiurban,51,0
11155,7600,329467,360,462,1,Salaried,Graduate,Rural,52,0
16761,813,622310,180,722,0,Self_Employed,Graduate,Urban,37,0
19601,271,180261,180,583,1,Unemployed,Not Graduate,Semiurban,26,0
9943,2277,106107,120,849,0,Self_Employed,Not Graduate,Semiurban,26,0
5462,2281,698085,180,374,0,Unemployed,Graduate,Urban,45,0
10624,5237,489615,120,655,0,Self_Employed,Not Graduate,Urban,53,0
13975,9819,188168,120,717,0,Salaried,Not Graduate,Rural,32,0
12798,4279,256735,180,786,1,Self_Employed,Not Graduate,Urban,58,1
8610,1211,301809,360,897,0,Salaried,Graduate,Semiurban,49,0
1844,7661,84264,360,634,1,Salaried,Graduate,Semiurban,55,0
6637,3255,366613,240,422,0,Unemployed,Graduate,Urban,50,0
11276,2941,409742,120,662,0,Salaried,Not Graduate,Semiurban,28,0
16860,673,423431,360,526,1,Salaried,Graduate,Urban,52,0
5030,8155,206813,360,323,0,Self_Employed,Graduate,Semiurban,56,0
8269,3544,535339,240,444,1,Self_Employed,Not Graduate,Rural,27,0
8672,1293,251858,120,509,0,Salaried,Not Graduate,Rural,23,0
3163,6535,183716,180,393,1,Self_Employed,Graduate,Rural,33,0
6393,7762,499598,120,739,1,Self_Employed,Graduate,Semiurban,40,1
2764,2414,692806,300,525,1,Unemployed,Not Graduate,Urban,53,0
3049,1719,608611,360,345,0,Salaried,Not Graduate,Urban,58,0
5871,9450,472649,240,827,0,Unemployed,Graduate,Semiurban,40,0
17925,3215,344430,120,401,0,Self_Employed,Graduate,Urban,29,0
9096,9734,59719,240,563,1,Unemployed,Not Graduate,Rural,37,0
15887,7806,138035,300,534,1,Unemployed,Not Graduate,Rural,58,0
12494,1500,518924,180,641,1,Salaried,Graduate,Semiurban,55,0
5505,7992,147484,180,319,0,Salaried,Not Graduate,Rural,38,0
11242,4641,557763,360,895,1,Unemployed,Graduate,Urban,55,1
18560,383,289295,120,367,1,Unemployed,Graduate,Rural,29,0
16974,1918,231273,300,669,1,Salaried,Not Graduate,Urban,58,1
14944,8730,531073,120,504,0,Unemployed,Graduate,Urban,52,0
9678,5171,221537,120,379,0,Salaried,Not Graduate,Urban,24,0
1803,1184,162911,240,498,0,Salaried,Graduate,Rural,45,0
11612,1787,291433,360,818,1,Salaried,Graduate,Semiurban,30,1
13581,1838,172959,360,750,0,Unemployed,Graduate,Semiurban,50,0
14247,3167,412495,120,806,1,Unemployed,Not Graduate,Urban,27,1
18378,4743,72440,120,495,1,Salaried,Not Graduate,Urban,56,0
19686,807,375915,300,331,1,Unemployed,Not Graduate,Urban,34,0
5089,7361,567848,120,781,0,Salaried,Graduate,Rural,38,0
8563,1637,288078,360,661,0,Salaried,Graduate,Urban,51,0
8834,6811,389604,240,675,0,Unemployed,Not Graduate,Urban,39,0
8652,9773,610847,300,737,0,Unemployed,Graduate,Urban,38,0
12014,4759,606211,240,627,1,Salaried,Not Graduate,Semiurban,45,0
7738,649,400041,120,735,0,Self_Employed,Graduate,Semiurban,41,0
15611,2205,60724,300,565,1,Self_Employed,Not Graduate,Semiurban,36,0
8945,2205,177544,240,467,0,Salaried,Not Graduate,Urban,57,0
6589,599,660046,300,382,1,Salaried,Graduate,Urban,39,0
2854,8841,650942,180,822,1,Unemployed,Not Graduate,Semiurban,26,0
11848,1445,446127,180,856,1,Salaried,Not Graduate,Rural,42,1
18479,1464,218099,360,652,0,Unemployed,Graduate,Rural,52,0
5743,5835,237785,300,754,1,Self_Employed,Not Graduate,Rural,38,1
12923,6332,492128,300,622,0,Self_Employed,Not Graduate,Urban,23,0
4355,7832,630711,360,745,0,Salaried,Graduate,Rural,46,0
2109,5733,353984,180,538,1,Salaried,Not Graduate,Rural,40,0
13704,4200,218488,300,769,0,Unemployed,Not Graduate,Urban,34,0
11984,8680,539825,360,852,0,Self_Employed,Not Graduate,Urban,49,0
13512,9396,547263,360,438,0,Unemployed,Graduate,Rural,38,0
18322,3938,111877,300,480,0,Self_Employed,Not Graduate,Urban,42,0
13498,5038,312061,180,694,1,Unemployed,Graduate,Rural,26,1
16323,7162,229091,240,390,1,Salaried,Graduate,Urban,37,0
7834,8673,488138,180,576,1,Self_Employed,Not Graduate,Semiurban,28,0
7848,8647,174969,300,740,1,Salaried,Graduate,Rural,38,1
14700,1548,298805,300,683,1,Salaried,Not Graduate,Rural,56,1
1580,8477,78195,300,401,1,Salaried,Graduate,Semiurban,47,0
4058,6412,551189,180,741,1,Salaried,Not Graduate,Rural,34,1
10850,9264,686209,240,702,1,Salaried,Graduate,Urban,42,1
16816,8438,228464,240,840,1,Self_Employed,Graduate,Urban,27,1
11386,3713,85579,360,861,0,Self_Employed,Graduate,Urban,27,0
14376,2705,354460,360,603,1,Self_Employed,Graduate,Urban,41,0
11607,9968,466163,120,479,0,Salaried,Graduate,Semiurban,23,0
6289,2487,111035,120,783,1,Unemployed,Graduate,Rural,24,1
2102,2487,271997,120,413,1,Unemployed,Graduate,Urban,21,0
7022,6905,241236,120,762,1,Salaried,Graduate,Rural,55,1
10324,9213,416505,240,698,1,Self_Employed,Graduate,Rural,57,1
6750,4931,297129,300,624,0,Salaried,Graduate,Rural,58,0
7882,6614,555689,240,855,0,Unemployed,Not Graduate,Urban,30,0
14069,9007,220166,240,721,0,Self_Employed,Not Graduate,Semiurban,35,0
3841,8916,375685,360,753,1,Salaried,Graduate,Rural,35,0
4977,7393,143723,240,496,1,Salaried,Not Graduate,Semiurban,53,0
1607,4052,430249,120,341,1,Self_Employed,Not Graduate,Rural,49,0
10196,804,173858,360,828,1,Self_Employed,Not Graduate,Rural,52,1
6433,7916,657178,120,516,1,Unemployed,Not Graduate,Semiurban,50,0
6613,3074,549643,360,481,1,Self_Employed,Graduate,Rural,53,0
6645,3834,268714,360,357,1,Self_Employed,Graduate,Urban,55,0
18152,8982,295472,180,860,0,Unemployed,Not Graduate,Semiurban,38,0
17424,1582,129185,360,384,1,Self_Employed,Not Graduate,Rural,37,0
10457,5971,380333,180,390,1,Unemployed,Graduate,Urban,50,0
1573,6393,109721,300,300,1,Self_Employed,Graduate,Semiurban,52,0
12646,2066,582421,120,505,1,Self_Employed,Not Graduate,Semiurban,45,0
8228,4096,582674,240,431,1,Salaried,Not Graduate,Semiurban,32,0
6070,5787,401331,300,622,0,Unemployed,Graduate,Rural,43,0
2875,2096,268899,240,310,1,Self_Employed,Graduate,Urban,26,0
9530,726,394295,120,814,1,Unemployed,Graduate,Urban,30,1
6362,8067,587215,240,744,1,Self_Employed,Graduate,Semiurban,41,1
4801,7932,594037,360,616,1,Self_Employed,Not Graduate,Urban,44,0
3842,8203,224070,300,456,0,Unemployed,Graduate,Rural,24,0
19084,2672,573922,180,801,1,Self_Employed,Not Graduate,Rural,42,1
19608,5848,660082,240,484,0,Salaried,Not Graduate,Rural,32,0
18402,6300,657897,300,562,1,Salaried,Not Graduate,Rural,57,0
14754,1486,331170,180,317,1,Salaried,Graduate,Urban,31,0
18515,8970,260603,120,647,1,Salaried,Graduate,Urban,27,0
16203,4349,422656,120,798,0,Salaried,Graduate,Urban,58,0
10907,7461,385604,300,497,0,Self_Employed,Graduate,Semiurban,28,0
19185,6370,110794,180,861,1,Salaried,Not Graduate,Semiurban,29,1
2314,7270,271958,300,813,0,Unemployed,Not Graduate,Urban,53,0
11484,4538,634796,300,443,1,Unemployed,Not Graduate,Urban,38,0
13490,8437,278829,180,636,1,Salaried,Not Graduate,Semiurban,47,0
13430,2323,209343,360,697,1,Salaried,Not Graduate,Semiurban,53,1
19568,636,425979,240,560,0,Unemployed,Not Graduate,Semiurban,27,0
14128,5450,584909,240,842,1,Salaried,Not Graduate,Semiurban,42,1
8899,5425,211066,240,727,1,Unemployed,Graduate,Rural,30,1
7166,8850,451611,300,523,1,Self_Employed,Not Graduate,Semiurban,56,0
12618,9009,342059,240,598,0,Self_Employed,Not Graduate,Rural,31,0
19834,990,699457,300,617,1,Unemployed,Graduate,Rural,51,0
3109,2317,547119,300,417,1,Unemployed,Not Graduate,Rural,43,0
13092,5520,123384,180,621,1,Self_Employed,Not Graduate,Semiurban,41,0
17456,2487,278674,120,748,0,Unemployed,Graduate,Rural,34,0
18803,104,628861,180,744,1,Salaried,Graduate,Rural,29,1
11015,1005,222812,360,526,1,Self_Employed,Graduate,Semiurban,33,0
9606,3133,341828,240,582,1,Salaried,Not Graduate,Urban,47,0
2153,4450,202935,180,525,1,Salaried,Not Graduate,Rural,46,0
2004,3677,445753,180,429,1,Unemployed,Graduate,Semiurban,46,0
1867,7389,262311,180,872,0,Self_Employed,Not Graduate,Urban,45,0
10709,2626,257110,360,523,1,Self_Employed,Graduate,Rural,47,0
2497,203,555471,360,710,0,Unemployed,Graduate,Semiurban,34,0
7458,1745,292894,240,719,1,Unemployed,Not Graduate,Urban,36,1
15237,777,61181,120,470,1,Salaried,Graduate,Rural,54,0
14849,4459,93328,240,391,0,Self_Employed,Graduate,Urban,26,0
13794,8980,287460,120,575,1,Salaried,Not Graduate,Urban,46,0
6623,9538,151906,120,693,1,Self_Employed,Not Graduate,Urban,59,1
15911,1076,542466,360,424,0,Unemployed,Not Graduate,Semiurban,46,0
7722,9663,686835,360,686,1,Unemployed,Not Graduate,Rural,22,1
6902,1396,285999,180,573,1,Unemployed,Graduate,Urban,38,0
8411,2591,542030,240,496,1,Salaried,Not Graduate,Rural,33,0
3088,7264,360971,120,763,1,Self_Employed,Not Graduate,Urban,50,0
6509,6340,121677,120,685,0,Self_Employed,Graduate,Urban,53,0
6808,5272,522792,120,684,1,Self_Employed,Graduate,Urban,40,1
2469,5098,317030,180,815,0,Self_Employed,Graduate,Semiurban,42,0
13887,2871,328338,360,356,1,Self_Employed,Not Graduate,Semiurban,33,0
14709,648,80743,360,622,1,Self_Employed,Not Graduate,Rural,21,0
19547,8748,594117,180,498,1,Unemployed,Not Graduate,Rural,38,0
18447,6965,574138,240,622,0,Salaried,Graduate,Semiurban,26,0
10027,5850,421060,240,418,1,Salaried,Not Graduate,Semiurban,30,0
3789,7718,439576,180,846,1,Salaried,Graduate,Rural,57,0
12177,7323,180479,360,651,1,Salaried,Not Graduate,Rural,31,1
5363,5163,98443,240,427,0,Unemployed,Graduate,Semiurban,23,0
6600,1996,555272,120,330,0,Salaried,Not Graduate,Urban,29,0
17858,6776,449438,120,777,1,Self_Employed,Not Graduate,Rural,52,1
9031,7661,538485,360,573,0,Salaried,Graduate,Urban,44,0
8263,288,91187,180,624,1,Self_Employed,Not Graduate,Urban,23,0
